,Base Website,Scraped Page,formated_number
13429,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562027
13403,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562028
4161,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562028
4092,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562029
13442,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562029
13390,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562031
4087,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562031
4128,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562032
13459,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562032
4117,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562033
13478,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562033
4102,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562034
13391,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562034
4167,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562036
13408,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562036
4134,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562037
13458,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562037
4147,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562038
13443,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562038
4162,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562039
13449,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562039
4090,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562040
13470,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562040
4116,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562041
13407,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562041
4150,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562042
13420,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562042
13387,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562043
4104,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562043
4089,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562044
13418,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562044
4082,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562045
13401,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562045
13400,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562046
4093,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562046
4143,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562047
13447,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562047
13405,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562048
4132,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562048
13399,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562049
4078,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562049
4122,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562052
13423,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562052
13392,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562057
4103,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562057
4083,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562058
13448,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562058
13394,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562062
4077,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562062
4127,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562063
13430,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562063
4126,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562067
13380,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562067
4158,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562068
13461,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562068
13471,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562069
4123,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562069
4159,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562070
13454,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562070
4169,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562071
13411,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562071
13421,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562072
4165,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562072
13446,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562075
4151,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562075
4124,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562076
13440,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562076
13417,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562077
4140,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562077
4144,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562078
13397,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562078
13464,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775562080
4101,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775562080
17203,https://www.vorjihlava.cz,https://www.vorjihlava.cz,+420775567277
17207,https://www.vorjihlava.cz,https://www.vorjihlava.cz,+420775567278
17217,https://www.vorjihlava.cz,https://www.vorjihlava.cz,+420775567279
16262,https://www.prevent99.cz,https://www.prevent99.cz,+420775567704
10203,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775572312
8118,https://plzen-psycholog.cz/,https://plzen-psycholog.cz/,+420775574570
14995,https://www.pppuo.cz/,https://www.pppuo.cz/,+420775575480
14991,https://www.pppuo.cz/,https://www.pppuo.cz/,+420775575481
11664,https://www.greendoors.cz,https://www.greendoors.cz,+420775585003
9490,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585153
8965,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585153
9561,http://www.vidacr.cz,http://www.vidacr.cz,+420775585153
9560,http://www.vidacr.cz,http://www.vidacr.cz,+420775585154
9489,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585154
8964,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585154
8962,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585155
9487,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585155
9558,http://www.vidacr.cz,http://www.vidacr.cz,+420775585155
8967,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585156
9563,http://www.vidacr.cz,http://www.vidacr.cz,+420775585156
9492,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585156
8959,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585157
9484,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585157
9555,http://www.vidacr.cz,http://www.vidacr.cz,+420775585157
8961,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585158
9486,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585158
9557,http://www.vidacr.cz,http://www.vidacr.cz,+420775585158
8966,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585159
9562,http://www.vidacr.cz,http://www.vidacr.cz,+420775585159
9491,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585159
8960,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585160
9485,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585160
9556,http://www.vidacr.cz,http://www.vidacr.cz,+420775585160
9504,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585162
8979,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585162
9575,http://www.vidacr.cz,http://www.vidacr.cz,+420775585162
9566,http://www.vidacr.cz,http://www.vidacr.cz,+420775585163
8970,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585163
9495,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585163
8977,http://www.vidacr.cz/,http://www.vidacr.cz/,+420775585351
9573,http://www.vidacr.cz,http://www.vidacr.cz,+420775585351
9502,http://www.vidacentrum.cz/,http://www.vidacentrum.cz/,+420775585351
16227,https://www.prevent99.cz,https://www.prevent99.cz,+420775588533
10618,https://www.elimopava.cz,https://www.elimopava.cz,+420775591986
15403,https://www.prozdravi21.cz,https://www.prozdravi21.cz,+420775593966
34,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420775608508
10322,https://www.proximasociale.cz,https://www.proximasociale.cz,+420775608508
2356,http://www.proximasociale.cz,http://www.proximasociale.cz,+420775608508
13210,https://www.portimo.cz,https://www.portimo.cz,+420775609020
10337,https://www.proximasociale.cz,https://www.proximasociale.cz,+420775610001
2363,http://www.proximasociale.cz,http://www.proximasociale.cz,+420775610001
41,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420775610001
10344,https://www.proximasociale.cz,https://www.proximasociale.cz,+420775610453
2357,http://www.proximasociale.cz,http://www.proximasociale.cz,+420775610453
35,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420775610453
17202,https://www.vorjihlava.cz,https://www.vorjihlava.cz,+420775627865
16855,https://www.uhradiste.charita.cz,https://www.uhradiste.charita.cz,+420775632038
2358,http://www.proximasociale.cz,http://www.proximasociale.cz,+420775637050
36,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420775637050
10328,https://www.proximasociale.cz,https://www.proximasociale.cz,+420775637050
14559,https://www.jahoda.cz,https://www.jahoda.cz,+420775650855
5143,http://www.jahoda.cz/,http://www.jahoda.cz/,+420775650855
9851,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz,+420775665388
5165,http://www.jahoda.cz/,http://www.jahoda.cz/,+420775674060
14554,https://www.jahoda.cz,https://www.jahoda.cz,+420775674060
14567,https://www.jahoda.cz,https://www.jahoda.cz,+420775674094
5157,http://www.jahoda.cz/,http://www.jahoda.cz/,+420775674094
17208,https://www.vorjihlava.cz,https://www.vorjihlava.cz,+420775680987
4061,http://www.mihop.cz/,http://www.mihop.cz/,+420775716971
8856,http://www.tadyated.org/,http://www.tadyated.org/,+420775726414
8868,http://www.tadyated.org/,http://www.tadyated.org/,+420775726420
14678,https://www.fokus-pisek.cz,https://www.fokus-pisek.cz,+420775731769
9714,https://www.rc-routa.cz,https://www.rc-routa.cz,+420775760024
10202,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761189
10207,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761190
10229,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761192
10224,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761193
10238,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761194
10228,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761195
10214,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420775761196
2690,http://www.cheiront.cz/,http://www.cheiront.cz/,+420775845300
3362,http://www.cheiront.cz,http://www.cheiront.cz,+420775845300
17534,https://www.ssp-ol.cz,https://www.ssp-ol.cz,+420775858122
8172,https://podaneruce.cz/,https://podaneruce.cz/,+420775859934
9094,https://podaneruce.cz,https://podaneruce.cz,+420775859934
16484,https://www.podaneruce.cz,https://www.podaneruce.cz,+420775859934
5987,http://www.pvcklub.podaneruce.cz,http://www.pvcklub.podaneruce.cz,+420775859934
3271,http://www.kotec.cz,http://www.kotec.cz,+420775866958
270,http://www.kotec.cz/,http://www.kotec.cz/,+420775866958
10896,https://www.kotec.cz,https://www.kotec.cz,+420775866958
4338,http://www.nadeje.cz/,http://www.nadeje.cz/,+420775868858
3828,http://www.nadeje.cz,http://www.nadeje.cz,+420775868858
13431,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775872229
4149,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775872229
4109,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775880998
13462,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775880998
3867,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420775881771
3842,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420775881778
13393,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420775888427
4113,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420775888427
11667,https://www.greendoors.cz,https://www.greendoors.cz,+420775913059
15523,https://www.pppbrno.cz,https://www.pppbrno.cz,+420775918817
10614,https://www.elimopava.cz,https://www.elimopava.cz,+420775938029
10615,https://www.elimopava.cz,https://www.elimopava.cz,+420775938066
10617,https://www.elimopava.cz,https://www.elimopava.cz,+420775938072
10607,https://www.elimopava.cz,https://www.elimopava.cz,+420775938076
10612,https://www.elimopava.cz,https://www.elimopava.cz,+420775938078
10608,https://www.elimopava.cz,https://www.elimopava.cz,+420775938563
10619,https://www.elimopava.cz,https://www.elimopava.cz,+420775938564
10605,https://www.elimopava.cz,https://www.elimopava.cz,+420775938569
10610,https://www.elimopava.cz,https://www.elimopava.cz,+420775938888
15070,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420775946424
2691,http://www.cheiront.cz/,http://www.cheiront.cz/,+420775959236
3363,http://www.cheiront.cz,http://www.cheiront.cz,+420775959236
4544,http://www.motylek.org,http://www.motylek.org,+420775964765
4546,http://www.motylek.org,http://www.motylek.org,+420775964796
14666,https://www.fokus-pisek.cz,https://www.fokus-pisek.cz,+420776009769
17492,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420776010289
8323,https://jindrichuvhradec.charita.cz,https://jindrichuvhradec.charita.cz,+420776031424
11052,https://www.statekvlckovice.cz,https://www.statekvlckovice.cz,+420776087355
17593,https://www.valmez.charita.cz,https://www.valmez.charita.cz,+420776111238
9686,https://www.terapeutika.cz/,https://www.terapeutika.cz/,+420776221500
17607,https://www.valmez.charita.cz,https://www.valmez.charita.cz,+420776243674
9216,https://nrzp.cz/,https://nrzp.cz/,+420776261262
17993,https://www.skp-centrum.cz,https://www.skp-centrum.cz,+420776271739
10227,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420776520370
2625,http://www.zbb.cz,http://www.zbb.cz,+420776552505
17528,https://www.ssp-ol.cz,https://www.ssp-ol.cz,+420776553030
7916,http://www.respondeo.cz/,http://www.respondeo.cz/,+420776561882
14576,https://www.jahoda.cz,https://www.jahoda.cz,+420776565088
5151,http://www.jahoda.cz/,http://www.jahoda.cz/,+420776565088
14990,https://www.pppuo.cz/,https://www.pppuo.cz/,+420776611695
8066,http://www.prevcentrum.cz,http://www.prevcentrum.cz,+420776619505
4314,http://www.ditekrize.cz/,http://www.ditekrize.cz/,+420776660168
13308,https://www.ditekrize.cz/,https://www.ditekrize.cz/,+420776660168
17484,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420776710747
6043,http://www.ppp10.eu/,http://www.ppp10.eu/,+420776731312
8870,http://www.tadyated.org/,http://www.tadyated.org/,+420776733586
17598,https://www.valmez.charita.cz,https://www.valmez.charita.cz,+420776746341
2611,http://www.ditevkrizi.cz/,http://www.ditevkrizi.cz/,+420776763176
14947,https://www.psycholog-jihlava.cz,https://www.psycholog-jihlava.cz,+420776765003
9188,http://www.stredisko-komplexni-terapie.cz,http://www.stredisko-komplexni-terapie.cz,+420776769338
16986,https://www.rodinavcentru.cz,https://www.rodinavcentru.cz,+420776783333
8934,http://www.sternberk.caritas.cz/,http://www.sternberk.caritas.cz/,+420776817757
9869,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz,+420776844284
9691,https://www.terapeutika.cz/,https://www.terapeutika.cz/,+420776857125
10178,https://www.kresadlohk.cz,https://www.kresadlohk.cz,+420777009038
10186,https://www.kresadlohk.cz,https://www.kresadlohk.cz,+420777009412
10177,https://www.kresadlohk.cz,https://www.kresadlohk.cz,+420777009413
10176,https://www.kresadlohk.cz,https://www.kresadlohk.cz,+420777009637
5350,http://www.profem.cz/,http://www.profem.cz/,+420777012555
9694,https://www.terapeutika.cz/,https://www.terapeutika.cz/,+420777017759
8463,http://www.viteznydech.com/,http://www.viteznydech.com/,+420777022882
14885,https://www.fokus-praha.cz,https://www.fokus-praha.cz,+420777080237
9610,https://fokus-praha.cz,https://fokus-praha.cz,+420777080237
3754,http://www.luma-mb.cz/,http://www.luma-mb.cz/,+420777107950
14943,https://www.psycholog-jihlava.cz,https://www.psycholog-jihlava.cz,+420777117406
6145,http://www.pdz.cz/,http://www.pdz.cz/,+420777119214
5823,http://www.pdz.cz,http://www.pdz.cz,+420777119214
17479,https://www.skolskykomplex.cz,https://www.skolskykomplex.cz,+420777123780
10181,https://www.kresadlohk.cz,https://www.kresadlohk.cz,+420777126947
3356,http://www.cheiront.cz,http://www.cheiront.cz,+420777128591
2684,http://www.cheiront.cz/,http://www.cheiront.cz/,+420777128591
4060,http://www.mihop.cz/,http://www.mihop.cz/,+420777137800
10794,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420777146760
3869,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420777151491
3914,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420777151494
3873,http://www.fokusvysocina.cz,http://www.fokusvysocina.cz,+420777151499
3822,http://www.janpechar.cz/,http://www.janpechar.cz/,+420777156111
8059,http://www.prevcentrum.cz,http://www.prevcentrum.cz,+420777161133
8064,http://www.prevcentrum.cz,http://www.prevcentrum.cz,+420777161138
3386,http://www.clovekvtisni.cz/,http://www.clovekvtisni.cz/,+420777162464
11615,https://www.clovekvtisni.cz,https://www.clovekvtisni.cz,+420777162464
3420,http://www.clovekvtisni.cz,http://www.clovekvtisni.cz,+420777162464
10801,https://www.homeopatiecz.com/,https://www.homeopatiecz.com/,+420777169278
4923,http://www.linkaztracenedite.cz/,http://www.linkaztracenedite.cz/,+420777169545
14652,https://www.fokus-pisek.cz,https://www.fokus-pisek.cz,+420777225769
2488,http://www.sympathea.cz/,http://www.sympathea.cz/,+420777240504
10205,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777241303
134,http://www.medsix.cz,http://www.medsix.cz,+420777245860
2379,http://www.proximasociale.cz,http://www.proximasociale.cz,+420777249002
10326,https://www.proximasociale.cz,https://www.proximasociale.cz,+420777249002
57,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420777249002
11048,https://www.statekvlckovice.cz,https://www.statekvlckovice.cz,+420777268629
9862,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz,+420777282030
2420,http://www.cetera.cz,http://www.cetera.cz,+420777282534
14663,https://www.fokus-pisek.cz,https://www.fokus-pisek.cz,+420777283769
12496,https://www.frydekmistek.cz,https://www.frydekmistek.cz,+420777332520
5947,http://www.psychologiezlin.eu/,http://www.psychologiezlin.eu/,+420777342253
11677,https://www.greendoors.cz,https://www.greendoors.cz,+420777347667
9689,https://www.terapeutika.cz/,https://www.terapeutika.cz/,+420777352019
17433,https://www.szss-cheb.cz,https://www.szss-cheb.cz,+420777355826
16090,https://www.pppjbc.cz/,https://www.pppjbc.cz/,+420777357239
4105,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777357937
13474,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777357937
4085,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777365238
13463,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777365238
4110,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777365239
13382,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777365239
13468,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777367061
4157,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777367061
9720,https://www.rc-routa.cz,https://www.rc-routa.cz,+420777406289
17212,https://www.vorjihlava.cz,https://www.vorjihlava.cz,+420777414099
13413,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777453620
4172,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777453620
13416,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777453621
4142,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777453621
5829,http://www.pdz.cz,http://www.pdz.cz,+420777454573
6151,http://www.pdz.cz/,http://www.pdz.cz/,+420777454573
14654,https://www.fokus-pisek.cz,https://www.fokus-pisek.cz,+420777457769
2365,http://www.proximasociale.cz,http://www.proximasociale.cz,+420777471800
10339,https://www.proximasociale.cz,https://www.proximasociale.cz,+420777471800
43,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420777471800
10335,https://www.proximasociale.cz,https://www.proximasociale.cz,+420777471803
52,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420777471803
2374,http://www.proximasociale.cz,http://www.proximasociale.cz,+420777471803
44,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420777471805
10325,https://www.proximasociale.cz,https://www.proximasociale.cz,+420777471805
2366,http://www.proximasociale.cz,http://www.proximasociale.cz,+420777471805
2362,http://www.proximasociale.cz,http://www.proximasociale.cz,+420777471807
10324,https://www.proximasociale.cz,https://www.proximasociale.cz,+420777471807
40,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420777471807
10329,https://www.proximasociale.cz,https://www.proximasociale.cz,+420777471828
2371,http://www.proximasociale.cz,http://www.proximasociale.cz,+420777471828
49,http://www.proximasociale.cz/,http://www.proximasociale.cz/,+420777471828
6138,http://www.pdz.cz/,http://www.pdz.cz/,+420777477256
5816,http://www.pdz.cz,http://www.pdz.cz,+420777477256
5257,http://www.drom.cz,http://www.drom.cz,+420777477817
5251,http://www.drom.cz,http://www.drom.cz,+420777477819
5265,http://www.drom.cz,http://www.drom.cz,+420777477820
5264,http://www.drom.cz,http://www.drom.cz,+420777477821
5263,http://www.drom.cz,http://www.drom.cz,+420777477822
5254,http://www.drom.cz,http://www.drom.cz,+420777477835
5249,http://www.drom.cz,http://www.drom.cz,+420777477839
4096,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777481102
13426,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777481102
6052,http://www.ppp10.eu/,http://www.ppp10.eu/,+420777487671
6045,http://www.ppp10.eu/,http://www.ppp10.eu/,+420777487672
6049,http://www.ppp10.eu/,http://www.ppp10.eu/,+420777487673
11169,https://www.nudz.cz,https://www.nudz.cz,+420777492223
2226,http://www.armadaspasy.cz,http://www.armadaspasy.cz,+420777497001
2742,http://www.armadaspasy.cz/,http://www.armadaspasy.cz/,+420777497001
2739,http://www.armadaspasy.cz/,http://www.armadaspasy.cz/,+420777497200
2223,http://www.armadaspasy.cz,http://www.armadaspasy.cz,+420777497200
782,http://www.cepp.cz/,http://www.cepp.cz/,+420777499630
785,http://www.cepp.cz/,http://www.cepp.cz/,+420777499632
783,http://www.cepp.cz/,http://www.cepp.cz/,+420777499633
781,http://www.cepp.cz/,http://www.cepp.cz/,+420777499635
780,http://www.cepp.cz/,http://www.cepp.cz/,+420777499639
784,http://www.cepp.cz/,http://www.cepp.cz/,+420777499648
7988,http://www.pontis.cz,http://www.pontis.cz,+420777554220
7889,http://www.ponton.cz,http://www.ponton.cz,+420777559509
6278,http://www.ponton.cz/,http://www.ponton.cz/,+420777559509
11890,https://www.zachranny-kruh.cz/,https://www.zachranny-kruh.cz/,+420777572576
5679,http://www.psychologickesluzby.com/,http://www.psychologickesluzby.com/,+420777574449
5678,http://www.psychologickesluzby.com/,http://www.psychologickesluzby.com/,+420777574901
5366,http://www.sasmcb.cz,http://www.sasmcb.cz,+420777607600
14989,https://www.pppuo.cz/,https://www.pppuo.cz/,+420777611690
8485,https://jarmilakrajcova.webnode.cz/,https://jarmilakrajcova.webnode.cz/,+420777624059
8462,http://www.viteznydech.com/,http://www.viteznydech.com/,+420777628908
8389,https://hb.charita.cz,https://hb.charita.cz,+420777630447
4358,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777630447
7714,http://www.prah-brno.cz,http://www.prah-brno.cz,+420777632923
13299,https://www.ditekrize.cz/,https://www.ditekrize.cz/,+420777664672
4031,http://www.oppp5.cz/,http://www.oppp5.cz/,+420777664672
15044,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420777664672
4301,http://www.ditekrize.cz/,http://www.ditekrize.cz/,+420777664672
8392,https://hb.charita.cz,https://hb.charita.cz,+420777665582
4361,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777665582
17605,https://www.valmez.charita.cz,https://www.valmez.charita.cz,+420777672903
17601,https://www.valmez.charita.cz,https://www.valmez.charita.cz,+420777672904
5150,http://www.jahoda.cz/,http://www.jahoda.cz/,+420777674060
14560,https://www.jahoda.cz,https://www.jahoda.cz,+420777674060
5140,http://www.jahoda.cz/,http://www.jahoda.cz/,+420777674161
14575,https://www.jahoda.cz,https://www.jahoda.cz,+420777674161
13586,https://www.moje-klinika.cz,https://www.moje-klinika.cz,+420777675233
13452,https://www.fokus-mb.cz,https://www.fokus-mb.cz,+420777680408
4131,http://www.fokus-mb.cz,http://www.fokus-mb.cz,+420777680408
2679,http://www.cheiront.cz/,http://www.cheiront.cz/,+420777683338
3351,http://www.cheiront.cz,http://www.cheiront.cz,+420777683338
9848,https://poliklinika-otrokovice.cz,https://poliklinika-otrokovice.cz,+420777685338
9690,https://www.terapeutika.cz/,https://www.terapeutika.cz/,+420777701187
13294,https://www.ditekrize.cz/,https://www.ditekrize.cz/,+420777715215
4032,http://www.oppp5.cz/,http://www.oppp5.cz/,+420777715215
4296,http://www.ditekrize.cz/,http://www.ditekrize.cz/,+420777715215
15024,https://www.ppppraha7a8.cz/,https://www.ppppraha7a8.cz/,+420777715215
7981,http://www.pontis.cz,http://www.pontis.cz,+420777716030
11858,https://www.optrebic.cz/,https://www.optrebic.cz/,+420777720165
10872,https://www.optrebic.cz,https://www.optrebic.cz,+420777720165
9813,https://www.a-shine.cz/,https://www.a-shine.cz/,+420777732244
4343,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777736040
8375,https://hb.charita.cz,https://hb.charita.cz,+420777736040
4344,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777736043
8376,https://hb.charita.cz,https://hb.charita.cz,+420777736043
4367,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777736047
8399,https://hb.charita.cz,https://hb.charita.cz,+420777736047
4346,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777736060
8378,https://hb.charita.cz,https://hb.charita.cz,+420777736060
4355,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777736062
8386,https://hb.charita.cz,https://hb.charita.cz,+420777736062
8395,https://hb.charita.cz,https://hb.charita.cz,+420777736063
4363,http://www.hb.charita.cz,http://www.hb.charita.cz,+420777736063
5146,http://www.jahoda.cz/,http://www.jahoda.cz/,+420777747067
14566,https://www.jahoda.cz,https://www.jahoda.cz,+420777747067
6149,http://www.pdz.cz/,http://www.pdz.cz/,+420777752819
5827,http://www.pdz.cz,http://www.pdz.cz,+420777752819
10220,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760190
10221,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760191
10232,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760192
10247,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760193
10234,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760194
10248,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760195
10204,https://www.vzajemnesouziti.cz,https://www.vzajemnesouziti.cz,+420777760197
